GENE	TCGA-04-1348	TCGA-04-1357	TCGA-04-1362	TCGA-04-1364	TCGA-04-1365	TCGA-04-1514	TCGA-04-1519	TCGA-09-0364	TCGA-09-0366	TCGA-09-0367	TCGA-09-0369	TCGA-09-1662
JMY	2.7459	1.8189	2.6916	2.618	1.3347	3.417	1.9243	2.0752	2.152	1.4449	1.4825	1.4636
JOSD1	4.3948	4.3343	4.6493	4.7742	4.2154	4.148	4.1811	4.0485	5.0288	3.3004	4.1856	4.3539
JOSD2	3.8122	4.4402	3.9323	3.975	4.0249	3.5697	4.4133	4.461	5.4249	5.788	5.4707	4.9645
JPH1	1.1006	0.0276	1.8534	2.6208	1.0182	1.76	1.4188	1.9915	0.0283	0.4247	1.5007	1.6906
JPH2	0.278	0.7914	0.3504	0.4947	0.1416	0.9485	0.6572	0.8784	0.797	1.1141	1.3269	1.1455
JPH3	0.05	0.056	3.7805	0.1047	0.8294	4.2157	1.7065	0.4481	3.9664	0.157	0.0252	1.2381
JPH4	0.6049	0.8763	1.0969	1.4336	0.4321	2.7071	5.5557	2.2786	0.641	0.0955	2.2746	1.5268
JRKL	2.9978	3.3468	3.314	2.6578	2.1435	3.8313	3.6294	2.7008	1.4025	1.4903	3.1353	3.8732
JRK	1.8638	2.6349	3.6924	2.7417	2.2334	2.7454	1.3946	4.3436	2.2497	1.8217	2.3039	4.0375
JSRP1	2.1734	2.2204	0.1053	0.734	4.1413	0.8613	0	0.0526	0.5489	0.0996	2.7042	0
JTB	7.5783	7.6251	6.6361	7.9304	7.3702	7.2145	7.5557	7.3495	7.4747	8.5119	7.8978	7.7771
JUB	3.5538	3.0194	3.7864	3.9133	3.2281	5.6383	5.2989	6.0926	3.675	4.078	4.2945	4.7506
JUNB	8.769	8.248	9.5231	8.8834	7.4656	10.8916	8.7923	6.0038	9.2855	8.8377	6.8922	8.3234
JUND	8.3965	8.1655	9.0329	8.5579	7.6628	9.6455	8.5666	8.0408	9.0742	7.0838	7.5165	7.1843
JUN	7.2861	5.5085	8.3688	7.3146	6.9439	8.6916	7.1097	7.0514	7.39	5.2017	5.5182	6.6874
JUP	8.7339	8.8561	9.4325	7.6757	8.0487	8.5913	8.3484	8.3957	9.1449	7.9521	8.1911	8.404
KAAG1	1.7141	1.5666	1.3401	0.9771	1.013	1.4141	0.8066	2.1881	0.4494	2.5458	0.7409	1.3969
KAL1	1.2161	1.5662	2.8019	0.0401	2.081	3.772	0.3552	0.5788	3.0356	1.6633	1.6788	2.6266
KALRN	2.5787	1.8026	4.6618	3.5628	3.2628	4.0773	3.4253	2.4925	2.6493	1.1391	3.3085	2.8344
KANK1	4.3583	3.1243	4.5297	4.798	4.4414	5.13	1.9904	3.2255	3.2952	3.2148	3.2746	3.2981
KANK2	3.0506	3.9812	3.8823	4.5366	5.4048	6.0586	4.9115	4.4295	4.1068	2.8793	4.6104	4.3728
KANK3	1.1577	0.9368	0.5991	2.6631	0.7225	1.4604	0.8319	1.4113	0.7435	0.6522	2.491	0.8978
KANK4	0.1251	1.9921	1.1629	3.4026	2.1071	2.2958	2.4747	1.4949	1.0594	0.401	1.8413	0.2868
KARS	7.6361	6.8104	5.7634	6.6886	6.3922	7.3222	7.1424	7.49	6.0357	5.3419	6.8683	6.6785
KAT2A	4.9451	5.0848	5.3659	5.3646	4.4045	5.4352	4.6143	6.257	5.2641	3.3003	5.8306	4.8915
KAT2B	2.5731	3.6951	4.8614	1.6352	2.033	2.5548	1.5819	1.1014	1.9329	1.3422	1.1599	2.576
KAT5	5.4343	4.9097	6.0293	5.3122	5.2116	4.4173	5.611	5.773	4.8166	5.1436	5.6116	5.5202
KATNA1	3.2486	3.0791	3.3514	4.1992	3.8558	3.9864	2.9572	3.6503	3.9473	2.9447	3.0609	3.3883
KATNAL1	1.2016	0.8899	0.7783	1.5748	1.733	2.3504	1.0832	1.5718	0.7667	0.265	1.1317	0.9464
KATNAL2	2.9451	1.9263	1.1979	0.6386	3.0926	2.2155	1.8431	1.5698	1.4976	1.1701	3.5685	2.704
KATNB1	3.5018	3.6277	2.8465	4.1182	3.6802	5.0659	4.2159	6.5784	3.9429	2.9795	5.6794	3.4011
KAZALD1	0.8518	2.1488	2.1824	3.0844	1.6357	4.6249	5.5369	3.0587	0.9772	1.0183	4.0215	1.0042
KAZ	5.5406	3.5227	5.7325	4.8007	3.7695	5.6894	3.8234	4.0229	4.1937	4.658	3.3454	3.8746
KBTBD10	0.103	0.5944	0.8339	0.8166	0.4817	1.1574	0.2844	0.5851	0.6828	0.0923	0.5522	0.4717
KBTBD11	0.1455	0.3807	1.0966	0.7592	0.1843	1.048	0.1955	2.5394	0.2338	0.0869	1.1295	0.7384
KBTBD12	0.7225	1.1775	2.2834	2.8605	2.8453	0.6475	0.2573	2.3958	0.3318	0	1.8035	0.0239
KBTBD13	0.0393	0	0.4348	0	0.0233	0.0657	0	0	0.0352	0.0396	0	0.0238
KBTBD2	3.879	3.8142	4	3.9605	4.4085	4.7562	4.6946	3.9926	4.2663	3.6276	3.6958	4.5242
KBTBD3	1.2224	1.4942	1.4496	1.3075	0.954	1.5618	2.0651	0.6564	1.3339	2.0065	1.2431	1.539
KBTBD4	3.2814	3.4944	3.932	3.5645	3.5974	4.014	3.989	4.3136	3.2384	3.0865	4.4406	3.9886
KBTBD5	0	0	0.1577	0	0	0.1367	0	0.1482	0	0	0.0142	0
KBTBD6	2.7299	2.3316	3.0774	4.1746	2.9461	4.4262	4.0206	4.3408	2.0426	2.3516	3.0123	3.4066
KBTBD7	1.9236	2.0385	2.4072	2.8033	2.9161	3.5756	3.024	4.0792	1.6766	1.442	2.5115	3.0857
KBTBD8	0.6468	0.5232	0.2732	0.5832	0.3639	0.5379	0.2527	0.8035	0.7983	0.2617	0.3089	0.7149
KC6	0.0156	0	0	0.944	0.5342	0.5045	0	0.944	0.9912	0.0311	1.0755	0.3043
KCMF1	3.7746	3.4555	4.1514	4.1427	4.0932	3.7045	3.7582	4.2303	4.0634	3.1992	3.9937	4.037
KCNA10	0.0135	0	0.056	0.0674	0	0	0	0.1337	0	0	0	0
KCNA1	0	0	0.0131	0.0053	0.0073	0.0154	0	0.0065	0	0.0156	0	0.0369
KCNA2	0.0135	0.0595	0	0.062	0.0158	0.2539	0	0.1266	0.2104	0.0135	0.0178	0.0726
KCNA3	0.2842	1.2306	0.1136	0.0885	0.3066	0.3071	0.0411	0.1922	0.1421	0.0892	0.0301	0.4861
KCNA4	0.0141	0	0.0099	0.082	0	0	0.1345	0.2038	0	0.0419	0.0731	0
KCNA5	0.1128	0.0595	0.0979	0.9136	2.1824	0.8875	0.0324	0.3314	0.0238	0.0792	1.4974	0.2568
KCNA6	0.0291	0.0188	0.2675	0.8441	0.0484	1.7768	0.2508	1.203	0.0331	0.0456	0.0548	0.1066
KCNA7	0	0	0.1169	0.1941	0.0135	0.0563	0.0105	0.07	0.0255	0.0116	0	0.0069
KCNAB1	1.195	0.7566	0.8549	1.0993	0.6412	0.8694	0.5933	0.8187	0.7383	0.3098	0.5918	0.6069
KCNAB2	3.3288	3.8667	2.3533	1.1702	3.2157	3.054	2.0239	2.9546	4.2871	2.2212	2.8377	3.7548
KCNAB3	0.7962	0.4782	0.6187	2.4136	0.7125	2.3054	1.1244	1.0791	1.8531	0.1077	2.8254	0.426
KCNB1	0.0269	0.1311	0.3452	0.0898	0	0.1287	0.0484	0.4818	0.0531	0.2719	0.459	0.2529
KCNB2	0.5989	0.3535	0.2642	0.335	0.3481	0.1879	0.1706	0.0718	0.2059	0.0766	0.2672	0.1539
KCNC1	0.0256	0.0165	0.0121	0.0188	0.0257	0.5012	0.0653	0.4013	0.0195	0.0284	1.6454	0.1388
KCNC2	0	0	0	0	0.0134	0	0	0	0	0.0114	0	0
KCNC3	1.9385	4.0791	4.9288	3.128	2.3449	4.2661	3.3591	3.5598	3.6648	2.2794	4.3313	2.299
KCNC4	2.1503	2.4576	2.825	1.8639	2.2136	3.1346	3.4441	4.0012	2.7259	1.8394	1.1914	2.2606
KCND1	1.0467	0.9696	1.698	2.0625	1.6919	2.6533	2.8948	0.4595	2.8425	0.186	1.7948	1.2794
KCND2	1.313	1.3391	3.1506	0.4586	1.2429	1.4921	2.3021	0.6354	0.9065	0.6752	0.5723	2.0263
KCND3	0.0098	0.0435	0.6552	0.0495	0.0229	0.3597	1.595	1.9666	0.026	0.2394	0.0763	1.9585
KCNE1L	0.1748	0.2308	0.026	1.2517	0.7788	1.6553	0.6667	0.2151	0.2582	0.3177	1.2525	0.3725
KCNE1	0.1495	0.1722	0.4954	1.2954	0.1058	2.1689	0.1406	0.7753	0.5858	0.2131	0.4192	0.0193
KCNE2	1.7192	1.069	1.4355	2.0223	1.0978	2.2257	2.4745	1.2381	1.3087	1.138	1.9994	0.3925
KCNE3	3.463	3.8598	6.448	4.9846	4.9365	3.6198	3.9877	2.3988	3.5206	2.6888	3.6262	3.49
KCNE4	0.8015	1.0689	0.6718	0.342	0.6485	1.0505	0.2727	0.4454	0.2864	0.0599	1.9423	0.9886
KCNF1	0.5061	0.2362	1.4361	1.0474	0.3871	3.5081	0.5609	3.417	0.3975	0.2807	1.9832	0.3515
KCNG1	0.714	0.3311	2.6171	2.7115	2.4667	4.2127	4.6417	4.2884	1.5142	1.6097	2.1649	1.3149
KCNG2	0.076	0.3137	0.2295	0.0328	0.0676	0.6091	0.0352	0.0401	0.4727	0.0387	0.0507	0.2772
KCNG3	0.6196	0.0151	1.4003	0.0781	0.1919	0.4129	0	1.0444	0.0811	0.1412	0.2606	0.0708
KCNG4	0	0	0	0	0	0.0266	0	0.0245	0	0	0.0919	0
KCNH1	0.046	0.0414	0.1088	0.0367	0.0356	0.1319	0.0223	0.0442	0.0272	0.0032	0.0367	0.044
KCNH2	3.7798	1.4883	5.8382	5.2198	5.4381	5.8869	4.1407	4.2852	5.5382	4.4189	4.8728	2.0953
KCNH3	0.5984	2.7308	1.1174	2.6671	2.3049	3.682	1.9328	3.2186	2.277	1.2493	3.2153	0.9009
KCNH4	0.0321	0.0711	0.0447	0.0219	0.0301	0.0934	0.0116	0.1762	0.0837	0.0129	0.0507	0.1616
KCNH5	0	0	0.0223	0	0.0188	0.0266	0	0.303	0.0146	0	0	0
KCNH6	0.0085	0.0379	0.0417	0.0808	0.0297	0.1942	0.0307	0.392	0	0.0162	0.089	0
KCNH7	0.0433	0.04	0	0.0503	0.0071	0.0196	0.0108	0	0.0315	0	0.0628	0.0072
KCNH8	0.2662	0.0112	0.5876	0.291	0.1654	1.6662	1.411	0.4808	0.8033	0.0198	0.3505	1.1775
KCNIP1	0.3704	1.1199	1.8961	0.7497	0.4774	3.5692	1.9274	5.3551	1.4256	0.6985	2.7687	1.5102
KCNIP2	1.7561	1.1142	1.7838	1.1706	1.1106	1.8009	1.3354	1.4122	1.282	0.1456	2.1006	1.3503
KCNIP3	1.876	1.206	3.4618	3.9425	2.2166	4.7625	4.6268	3.316	3.5768	2.3805	3.2715	1.4004
KCNIP4	0.463	0.6321	0.6918	3.0875	1.6539	1.2341	1.4112	0.8795	0.5444	0.5184	0.6718	1.2954
KCNJ10	0.7183	2.0041	0.0929	0.7554	1.067	2.4993	1.2177	0.156	0.0642	0.1206	0.0953	0.8255
KCNJ11	1.4812	1.4995	2.2539	3.0848	1.0055	2.4058	2.4671	2.5368	1.286	0.7742	2.3604	1.5035
KCNJ12	0.0979	0.0738	1.2014	1.2435	1.3198	3.7757	2.1055	1.0381	1.6638	0.8316	2.5435	0.6708
KCNJ13	0.2249	0.1513	0.4486	0.132	0.1621	0.3343	0.2554	0.2459	0.2978	0.061	0.8819	0.3134
KCNJ14	0.8163	1.0681	0.6226	1.6559	0.634	1.8324	0.6849	1.2197	1.2488	0.6126	0.871	1.8375
KCNJ15	0.1271	0.2887	0.1636	0.2516	0.4634	1.1596	0.2377	0.2839	0.634	0.0189	0.2213	0.9296
KCNJ16	0.9893	0.8168	0.2203	0.0789	2.9193	0.1391	0.329	1.2272	0.3029	0.1851	0.0875	0.5608
KCNJ1	0.0112	0.0972	0.1353	0	0.077	0.0727	0.0202	0.023	0.1779	0.0767	0.0724	0.0657
KCNJ2	1.2838	2.6302	0.8612	0.6748	0.6074	1.2978	0.7034	0.3183	0.614	0.5896	1.013	1.0825
KCNJ3	0.0289	0	0	0	0	0.0318	0	0.0781	0	0.044	0.038	0
KCNJ4	0.3235	0.031	0.2683	0.3373	0.0325	0.0683	0.098	2.6981	0.2711	1.1552	0.4826	0.2174
KCNJ5	0.7532	1.4864	0.5011	0.2145	0.6429	0.9633	2.4677	1.1452	1.3274	1.4175	2.054	1.1317
KCNJ6	0	0.1677	0.0726	0	0.0609	0.6328	0.0239	0.3399	0.113	0	0.1177	0.0314
KCNJ8	1.5626	1.533	0.6376	1.5759	1.9391	2.6261	1.8517	0.6473	1.6638	0.5586	3.3366	1.855
KCNJ9	0.0169	0.0562	0.1473	0.0707	0.0587	0.3375	0.3171	0.0517	0.0445	0.0988	0.0661	0.0401
KCNK10	0	0	0.0049	0	0.004	0.0058	0.0063	0	0.0394	0	0.0138	0.0083
KCNK12	0.2782	0.3767	1.1032	0.2674	0.1092	0.4661	0.6396	1.1491	0.5734	0.2477	2.8829	0.5502
KCNK13	0.8613	1.3192	0.9074	0.0687	0.779	0.376	0.2091	3.4825	2.2374	0.6617	0.935	1.128
KCNK15	6.313	6.2287	6.4628	6.1522	7.0543	4.7374	8.0524	2.3484	9.0746	7.9796	6.0038	5.2166
KCNK16	0	0	0	0	0	0.0428	0.0549	0.3031	0.0273	0	0	0
KCNK17	0.698	0.1118	0.4742	0.7592	0.226	0.7863	0.3354	0.6754	0.3049	0.3525	1.3438	0.5467
KCNK18	0	0	0	0	0	0	0	0	0	0	0	0
KCNK1	3.9122	1.3827	3.4822	3.509	4.2439	4.8153	4.1941	3.043	4.2225	4.3434	3.8528	4.1223
KCNK2	0.4684	0.5319	0.3365	0.5397	1.8348	0.1311	0.5592	2.7051	0.0264	0.1059	2.5407	0.4415
KCNK3	0.8887	0.7285	0.4172	1.1286	1.873	1.8826	1.6118	3.7829	1.6859	1.2134	3.7017	0.8913
KCNK4	0.1979	0.0327	0.0719	0.0733	0.1912	0.0832	0.3143	0.2666	0.052	0.0861	0.2277	0.0865
KCNK5	3.7686	4.3088	4.6772	2.9021	3.426	4.1521	3.2583	5.1535	3.4777	3.2112	2.0463	5.2177
KCNK6	2.9827	2.0584	2.7149	3.2633	1.4787	2.2173	0.4824	0.981	1.8466	1.0293	1.0873	1.8266
KCNK7	0.5881	0.332	1.0683	0.3129	0.9894	0.5493	0.9524	0.2622	0.5882	0.7726	0.5783	0.5805
KCNK9	0.4909	0.2354	2.1419	2.8338	2.1581	0.1775	0.2069	0.7806	0.2161	0.4809	1.4189	0.1345
KCNMA1	2.7541	3.8001	2.3694	5.7647	3.2955	3.2563	5.0964	1.865	3.6592	3.361	2.0276	5.6817
KCNMB1	2.2549	2.763	1.5426	0.8651	1.7464	0.7902	0.1832	0.7167	2.9343	1.1505	1.6196	2.1201
KCNMB2	1.5523	1.5981	0.8002	0.3829	1.1996	2.3806	2.8845	0.5674	1.9307	2.3513	1.5632	0.5872
KCNMB3	2.8826	1.9002	2.6453	1.6721	3.4627	3.1746	1.3387	1.2105	1.9931	1.1307	2.1434	2.1766
KCNMB4	1.9904	3.0377	1.7268	3.7505	6.2025	4.7073	0.4373	3.2122	0.8205	0.4275	2.0903	2.7895
KCNN1	0.2804	0.1849	0.6683	4.0484	1.8849	5.1114	2.5313	2.9845	3.4618	0.6179	0.5672	0.4988
KCNN2	0.4008	0.584	0.0709	0.1974	0.0827	0.8565	0.2379	0.5011	0.0363	0.4263	0.1185	0.481
KCNN3	0.6638	3.1118	0.4712	2.2009	1.5145	2.7669	2.2503	1.5997	0.3893	0.4384	2.2752	0.334
KCNN4	3.9211	2.9682	3.0993	0.5827	2.7551	2.9169	4.4889	0.2212	3.9748	3.4354	0.8913	4.1026
KCNQ1DN	0.0256	0.0569	0	0	0.0304	0.2055	0	1.0361	0.0683	0	0.3074	0.031
KCNQ1OT1	0.6631	0.601	1.0345	1.0875	0.1439	1.8097	1.1326	0.4136	0.3449	0.0587	0.8061	0.8052
KCNQ1	2.0594	1.5336	2.3716	1.4331	4.0567	2.2026	4.5455	3.1483	5.0793	3.9606	5.2437	1.9147
KCNQ2	0	1.7098	0	0.1832	0.0457	0.1264	0	0.1955	0.0171	0	0.0498	0.0229
KCNQ3	0.2085	0.2557	1.3233	0.8359	0.4491	0.8567	0.1857	1.5255	1.34	0.2016	0.418	0.6722
KCNQ4	0.2026	1.618	2.4323	0.5871	1.024	0.7642	0.5509	2.1013	0.7649	0.4091	0.3153	1.8731
KCNQ5	0.0649	0.2016	0.0925	0.7287	0.4991	0.0391	0	0	0.0246	0.9552	0.583	1.053
KCNRG	0.7314	0.3227	0.546	1.9797	0.3733	1.699	0.9608	1.1475	0.6659	0.144	1.5554	0.8064
KCNS1	1.3571	0.2302	3.8869	0.3984	0.3939	1.8194	0.8833	1.129	1.4767	0.7398	0.4326	0.1838
KCNS2	0.0242	0.0711	0.0884	0.0274	0.0562	0.0913	0.0857	0.2741	0.0286	0.1975	0.1238	0.085
KCNS3	1.618	1.2292	2.5035	3.6027	4.1924	1.1821	1.0523	2.2136	4.1852	1.9847	2.9184	2.1428
KCNT1	0.4037	0.1493	2.9646	0.1341	2.6708	3.7805	0.2111	1.9366	4.1306	0.5987	0.1969	0.0862
KCNT2	0.1047	0.1538	0.053	0.5067	1.1468	1.0058	0.8367	0.8026	0.8626	0.0428	1.2943	0.3765
KCNU1	0	0	0	0	0	0	0	0	0.0071	0	0	0
KCNV1	0	0.0314	0.0245	0.1015	0	0.8679	0.1459	0.1336	0	0.1439	0.037	0.1491
KCNV2	0.0417	0.0313	0.2378	0.093	0.0965	0.2387	0.0255	0.1393	0.1661	0	0.1081	0.0983
KCP	0.9336	0.5054	2.3306	1.8124	2.6546	2.3894	2.1035	3.0253	0.7188	0.4061	2.9184	0.5307
KCTD10	4.431	3.4549	4.6059	4.5782	4.567	5.229	4.1177	5.4341	4.8357	3.6537	5.026	4.9859
KCTD11	2.8006	2.8489	3.2751	2.8958	2.7756	3.5791	3.6847	3.1487	3.5413	2.8992	3.2246	3.4976
KCTD12	5.07	6.737	5.4915	3.6002	5.1982	4.9827	6.4728	4.4233	5.3157	5.5301	3.6861	6.8629
KCTD13	3.7659	3.8095	3.291	2.5769	4.8705	4.1691	4.8766	4.0397	5.1462	3.5581	4.0725	4.6236
KCTD14	2.6377	4.2494	4.0868	4.6602	5.6937	5.4603	6.4225	2.254	5.7856	4.4674	4.2859	5.8926
KCTD15	1.5983	2.3973	4.0632	4.2014	2.1418	5.9261	3.1352	3.0159	2.2182	2.8127	3.2385	4.8289
KCTD16	0.1459	0	0.0135	0.0614	0.1045	0.6221	0.1662	0.1965	0.0631	0.0049	0.1137	0.0345
KCTD17	3.0375	2.8532	3.1257	4.7986	3.1637	3.5565	2.8761	4.3239	4.6342	2.6506	4.6822	3.239
KCTD18	3.446	3.4908	4.0644	3.6447	3.4053	4.3928	3.6139	3.3164	3.2921	2.6296	2.5674	3.9134
KCTD19	0.0731	0.0198	0.1768	0.0372	0.0435	0.3626	0.337	0.1096	0.1803	0.0089	0.101	0.1257
KCTD1	5.6755	6.1087	5.8956	4.9879	5.86	7.5156	4.9155	6.5997	4.3525	4.5361	5.9665	5.9663
KCTD20	3.3504	3.6292	4.1585	3.9136	3.6184	4.6471	2.951	3.8568	3.2338	2.3042	3.527	4.5673
KCTD21	2.12	3.0281	3.7839	3.3941	2.6048	3.4769	3.6928	2.8611	6.2771	2.7596	3.1333	3.4465
KCTD2	4.0537	4.0527	4.509	4.2605	4.1825	5.5162	3.8742	5.2376	4.0689	4.0293	5.2333	5.212
KCTD3	3.9342	4.2829	4.2902	4.4883	4.3921	5.1089	4.3759	4.7946	3.7084	2.3251	4.4971	5.254
KCTD4	0.0246	0	0.0174	0.0417	0	0	0	0.0506	0	0	0.0164	0.0148
KCTD5	5.1205	4.0309	4.4246	4.3739	5.1035	4.7469	4.8659	5.374	5.2404	3.8994	5.6878	4.592
KCTD6	4.434	3.9845	4.2108	4.0979	2.9806	4.1472	4.5331	3.7675	3.822	2.9677	3.1618	4.3647
KCTD7	1.4545	2.1013	1.1858	1.8437	1.4274	2.8386	1.9941	2.5074	1.6652	0.7245	1.9623	2.3059
KCTD8	0	0	0.0279	0.0169	0	0.1121	0.0181	0.0206	0.0089	0.0101	0.0132	0.093
KCTD9	3.3508	2.8765	3.2767	3.3531	3.2807	3.6379	3.2868	2.5591	2.8141	2.4182	3.7589	3.8204
KDELC1	2.8313	1.5387	1.5189	3.6023	0.7774	3.1132	2.2849	4.6546	0.8077	0.6859	3.8847	1.7422
KDELC2	2.7118	2.8407	3.1981	3.4586	3.4561	4.3175	3.5144	3.4184	1.9015	1.5045	4.075	4.0028
KDELR1	7.8493	8.1451	8.0964	8.8665	7.9243	8.3652	8.3011	8.9991	8.2129	8.188	8.9009	8.7463
KDELR2	7.3149	6.5762	6.3912	7.0585	7.1938	6.8456	7.4138	6.9349	6.9732	7.235	7.4907	7.3055
KDELR3	3.9754	4.0444	4.4506	4.4829	3.7948	4.507	2.9975	3.3189	3.0296	5.185	5.1172	4.9182
KDM1A	5.7943	4.634	5.2987	5.8649	6.0503	7.0865	5.475	7.2433	6.1326	4.972	7.0495	5.3591
KDM1B	4.0193	4.0053	4.743	4.1876	3.8778	4.5937	3.4665	5.9828	3.9823	3.3454	3.3822	4.109
KDM2A	6.0501	6.2334	7.6756	5.322	6.918	5.8572	6.4374	6.0542	5.5703	6.2321	5.9491	7.0276
KDM2B	4.0834	3.8245	4.6736	4.6522	4.6585	5.8124	4.7887	6.3708	4.5214	3.1796	4.9122	4.3707
KDM3A	4.8195	3.559	4.9496	4.6913	4.8513	5.9896	4.765	4.8277	4.4416	3.0292	4.9718	4.4252
KDM3B	4.8397	5.2912	4.9366	4.74	5.0076	6.2794	4.4539	5.9646	5.3561	4.1394	4.7442	5.4232
KDM4A	4.3404	4.1706	4.8329	4.6794	4.9739	5.2438	5.0563	5.7719	4.4144	3.8555	4.7987	5.4979
KDM4B	3.851	3.0869	3.9918	3.2674	3.2405	5.0656	3.6511	4.6769	3.5294	3.8678	4.2436	4.1697
KDM4C	3.479	2.823	2.7401	3.8443	3.4653	4.348	2.9859	2.4646	3.2505	2.3483	2.0379	2.9436
KDM4DL	0.0111	0	0.1772	0.481	0	0.9853	0	0	0	0	0.0148	0.0134
KDM4D	1.8208	0.5975	1.0272	1.6843	1.2237	3.1662	2.0842	1.9799	0.915	0.5738	1.9854	1.0171
KDM5A	2.9136	3.2925	3.9271	2.5778	3.0444	4.4174	4.2042	4.548	2.8972	2.5325	3.4905	4.0421
KDM5B	3.677	4.2284	4.0989	4.9503	3.8228	6.182	5.2214	5.3606	4.1063	3.6145	5.0295	4.3543
KDM5C	4.7807	4.5683	5.325	3.4498	5.1231	6.042	4.7197	5.2733	5.065	2.8371	4.7455	4.7567
KDM5D	0	0	0	0	0	0	0	0	0	0	0	0
KDM6A	3.2248	3.2132	4.4929	2.4823	3.6893	4.322	3.686	3.3162	3.4314	1.8001	2.7252	3.2827
KDM6B	2.8195	3.8814	4.402	3.4797	3.6628	4.8746	3.5417	4.5354	3.9508	2.3128	4.3246	3.9393
KDR	1.8939	1.6586	1.7206	1.8039	1.9502	2.6545	0.9224	1.4978	0.9843	1.0522	2.8631	2.1036
KDSR	3.2628	4.021	3.7231	4.1281	3.0117	4.9565	3.645	3.4171	4.0139	3.168	3.6505	4.4357
KEAP1	6.0901	5.0066	5.4723	5.9407	7.1364	7.1141	7.2045	6.5154	6.027	5.2285	5.9286	6.3256
KEL	0.303	0.8814	0.2254	0.5202	0.2628	0.8574	0.0366	0.9207	0.3944	0.0102	0.46	0.06
KERA	0	0.0454	0	0	0	0.1768	0.0729	0.235	0	0.0407	4.2036	0
KGFLP1	0	0	0.0678	0.1158	0.1422	0.1656	0.9901	0	0.5844	0.0071	0.7228	0.2269
KGFLP2	1.206	1.7137	1.0621	2.2728	0.8957	2.4648	1.9956	1.0881	2.3503	0.3685	1.6481	1.605
KHDC1L	0.0494	0	1.5365	3.4255	0.1733	4.0973	0	0	0.3291	0	0.1204	0
KHDC1	1.5805	0.5757	2.0193	1.8733	2.4547	3.8418	1.6165	0.9342	1.6861	0.4892	2.9262	1.7881
KHDRBS1	7.1796	6.3961	6.7523	7.0412	7.1018	7.8283	7.1912	7.6526	6.7985	5.7877	7.0196	6.6188
KHDRBS2	0	0.0746	0.0778	0	0	0.1094	0	1.5646	0.0201	0	0.0151	0.8886
KHDRBS3	2.0164	3.3941	5.1626	3.9304	5.2497	3.672	3.376	2.8204	2.7105	3.572	2.9912	5.3576
KHK	1.9358	1.0839	1.4414	3.4287	1.5368	2.3178	1.7707	2.6128	2.4919	1.6737	3.8278	2.553
KHNYN	3.6057	4.3163	4.669	3.6571	4.0785	5.9868	4.2947	5.6297	4.8988	3.4647	4.1967	4.5154
KHSRP	6.1173	5.8234	6.2841	7.6631	6.1467	8.2351	5.9713	6.8589	5.3052	5.2847	6.5951	7.2428
KIAA0020	4.8986	4.0459	3.5787	3.8928	3.799	4.4988	3.9607	3.8151	3.7964	2.3672	3.6415	4.2465
KIAA0040	4.194	4.6332	3.7865	2.729	4.0188	5.3314	6.4413	3.0274	4.0392	4.2413	2.9523	5.0003
KIAA0087	0.0059	0	0.0245	0	0.0341	0.6942	0.2707	0.0594	0.1526	0.0233	0.0832	0
KIAA0090	4.8327	3.4193	3.8112	3.814	4.6689	4.88	3.3927	5.3062	5.0361	3.0889	6.2525	3.8563
KIAA0100	4.2704	4.7851	5.5175	5.51	5.721	6.0081	4.4494	5.7983	5.2671	4.6708	5.3368	5.6501
KIAA0101	6.2766	2.9335	4.4182	6.1899	6.3047	4.9838	3.1789	5.1138	3.508	3.119	5.2111	5.025
KIAA0114	8.677	6.6639	7.1548	9.6842	6.8601	9.0364	7.587	7.3215	6.437	7.7051	8.903	8.5451
KIAA0125	0.7017	1.2309	0.0932	0.0088	0.2924	0.5106	0.227	0.0053	0.3991	0.1809	0	0.0154
KIAA0141	4.4263	4.5236	3.7776	4.0343	4.0469	5.175	3.7165	5.4488	3.6777	4.2663	4.937	4.5609
KIAA0146	4.5075	4.4272	5.6955	5.6342	5.3304	5.3956	5.1007	5.933	4.9359	3.8889	5.4247	5.2914
KIAA0174	6.5305	5.7984	5.0447	5.4537	5.6455	6.8338	6.3853	7.0493	5.9728	5.0279	6.5578	5.7415
KIAA0182	3.4213	4.5692	3.8118	3.638	3.9855	5.9755	4.8366	4.2336	4.628	3.4971	5.2262	3.9736
KIAA0195	5.0701	4.5281	4.5549	4.9205	5.0903	6.1018	4.1242	6.9029	4.8755	4.0803	6.5782	6.5033
KIAA0196	4.1014	4.3925	5.6913	4.9818	5.0199	4.5301	4.5471	4.7501	3.9636	4.3427	3.7747	5.0712
KIAA0226	3.2786	2.5311	3.7111	2.906	3.3369	2.2415	2.5353	3.1601	3.4342	2.1399	3.9176	3.1659
KIAA0232	2.0409	2.9867	3.0286	3.6805	2.5825	3.3709	3.0413	3.2275	3.0855	1.6356	3.1901	3.2757
KIAA0240	2.6376	3.6718	3.2744	2.6248	3.0864	3.9955	3.2176	3.4344	3.5878	2.14	3.1184	3.9419
KIAA0247	3.6449	4.2321	5.0374	3.1555	4.6304	4.2446	4.9956	3.1432	5.566	3.6026	3.137	5.2422
KIAA0284	3.7097	5.2369	5.3298	3.7434	4.8546	5.4091	4.7669	5.3147	5.2419	3.6265	4.9024	5.6064
